1, plains, minecraft:plains, MONSTER, minecraft:spider, 30, 4, 4
3705, badlands, terralith:painted_mountains, AMBIENT, minecraft:bat, 10, 8, 8
3706, badlands, terralith:painted_mountains, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
3707, badlands, terralith:painted_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3708, none, nullscape:void_barrens, MONSTER, minecraft:enderman, 5, 4, 4
3709, none, nullscape:void_barrens, MONSTER, quark:toretoise, 30, 2, 4
3710, none, nullscape:void_barrens, MONSTER, quark:stoneling, 30, 1, 1
3711, none, terralith:arid_highlands, MONSTER, minecraft:spider, 30, 4, 4
3712, none, terralith:arid_highlands, MONSTER, minecraft:zombie, 30, 4, 4
3713, none, terralith:arid_highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
3714, none, terralith:arid_highlands, MONSTER, minecraft:skeleton, 30, 4, 4
3715, none, terralith:arid_highlands, MONSTER, minecraft:creeper, 30, 4, 4
3716, none, terralith:arid_highlands, MONSTER, minecraft:slime, 30, 4, 4
3717, none, terralith:arid_highlands, MONSTER, minecraft:enderman, 5, 1, 4
3718, none, terralith:arid_highlands, MONSTER, minecraft:witch, 5, 1, 1
3719, none, terralith:arid_highlands, MONSTER, quark:toretoise, 30, 2, 4
3720, none, terralith:arid_highlands, MONSTER, quark:stoneling, 30, 1, 1
3721, none, terralith:arid_highlands, CREATURE, minecraft:horse, 1, 2, 6
3722, none, terralith:arid_highlands, CREATURE, minecraft:donkey, 1, 1, 1
3723, none, terralith:arid_highlands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3724, none, terralith:arid_highlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3725, none, terralith:arid_highlands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3726, none, terralith:arid_highlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3727, none, terralith:arid_highlands, CREATURE, meadow:highland_cattle, 5, 1, 3
3728, none, terralith:arid_highlands, CREATURE, meadow:horned_sheep, 5, 1, 3
3729, none, terralith:arid_highlands, AMBIENT, minecraft:bat, 10, 8, 8
3730, none, terralith:arid_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3731, none, terralith:savanna_slopes, MONSTER, minecraft:spider, 30, 4, 4
3732, none, terralith:savanna_slopes, MONSTER, minecraft:zombie, 30, 4, 4
3733, none, terralith:savanna_slopes, MONSTER, minecraft:zombie_villager, 5, 1, 1
3734, none, terralith:savanna_slopes, MONSTER, minecraft:skeleton, 30, 4, 4
3735, none, terralith:savanna_slopes, MONSTER, minecraft:creeper, 30, 4, 4
3736, none, terralith:savanna_slopes, MONSTER, minecraft:slime, 30, 4, 4
3737, none, terralith:savanna_slopes, MONSTER, minecraft:enderman, 5, 1, 4
3738, none, terralith:savanna_slopes, MONSTER, minecraft:witch, 5, 1, 1
3739, none, terralith:savanna_slopes, MONSTER, quark:toretoise, 30, 2, 4
3740, none, terralith:savanna_slopes, MONSTER, quark:stoneling, 30, 1, 1
3741, none, terralith:savanna_slopes, CREATURE, minecraft:horse, 1, 2, 6
3742, none, terralith:savanna_slopes, CREATURE, minecraft:donkey, 1, 1, 1
3743, none, terralith:savanna_slopes, CREATURE, minecraft:llama, 8, 4, 4
3744, none, terralith:savanna_slopes, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3745, none, terralith:savanna_slopes, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3746, none, terralith:savanna_slopes, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3747, none, terralith:savanna_slopes, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3748, none, terralith:savanna_slopes, CREATURE, environmental:tapir, 5, 1, 2
3749, none, terralith:savanna_slopes, CREATURE, meadow:sunset_cow, 5, 1, 3
3750, none, terralith:savanna_slopes, AMBIENT, minecraft:bat, 10, 8, 8
3751, none, terralith:savanna_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3752, nether, incendium:quartz_flats, MONSTER, minecraft:ghast, 30, 8, 8
3753, nether, incendium:quartz_flats, MONSTER, minecraft:skeleton, 30, 1, 5
3754, nether, incendium:quartz_flats, MONSTER, minecraft:zombified_piglin, 1, 1, 4
3755, nether, incendium:quartz_flats, CREATURE, minecraft:strider, 30, 1, 2
3756, nether, incendium:quartz_flats, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3757, nether, incendium:quartz_flats, WATER_AMBIENT, netherdepthsupgrade:bonefish, 8, 1, 5
3758, nether, incendium:quartz_flats, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 3, 1, 2
3759, none, terralith:sakura_valley, MONSTER, minecraft:spider, 30, 4, 4
3760, none, terralith:sakura_valley, MONSTER, minecraft:zombie, 30, 4, 4
3761, none, terralith:sakura_valley, MONSTER, minecraft:zombie_villager, 5, 1, 1
3762, none, terralith:sakura_valley, MONSTER, minecraft:skeleton, 30, 4, 4
3763, none, terralith:sakura_valley, MONSTER, minecraft:creeper, 30, 4, 4
3764, none, terralith:sakura_valley, MONSTER, minecraft:slime, 30, 4, 4
3765, none, terralith:sakura_valley, MONSTER, minecraft:enderman, 5, 1, 4
3766, none, terralith:sakura_valley, MONSTER, minecraft:witch, 5, 1, 1
3767, none, terralith:sakura_valley, MONSTER, quark:toretoise, 30, 2, 4
3768, none, terralith:sakura_valley, MONSTER, quark:stoneling, 30, 1, 1
3769, none, terralith:sakura_valley, CREATURE, minecraft:rabbit, 4, 2, 3
3770, none, terralith:sakura_valley, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3771, none, terralith:sakura_valley, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3772, none, terralith:sakura_valley, CREATURE, friendsandfoes:moobloom, 30, 2, 4
3773, none, terralith:sakura_valley, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3774, none, terralith:sakura_valley, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3775, none, terralith:sakura_valley, AMBIENT, minecraft:bat, 10, 8, 8
3776, none, terralith:sakura_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3777, none, terralith:cave/frostfire_caves, MONSTER, minecraft:skeleton, 30, 4, 4
3778, none, terralith:cave/frostfire_caves, MONSTER, quark:toretoise, 30, 2, 4
3779, none, terralith:cave/frostfire_caves, MONSTER, quark:stoneling, 30, 1, 1
3780, none, terralith:cave/frostfire_caves, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3781, none, terralith:cave/frostfire_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3782, none, terralith:cave/frostfire_caves, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3783, none, terralith:cave/frostfire_caves, CREATURE, finsandtails:wherble, 3, 2, 6
3784, none, terralith:cave/frostfire_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3785, none, terralith:cave/frostfire_caves, AMBIENT, mythicmounts:dragon, 10, 1, 1
3786, none, terralith:cave/frostfire_caves, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
3787, none, terralith:cave/frostfire_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3788, none, terralith:cave/thermal_caves, MONSTER, minecraft:spider, 30, 4, 4
3789, none, terralith:cave/thermal_caves, MONSTER, minecraft:zombie, 30, 4, 4
3790, none, terralith:cave/thermal_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
3791, none, terralith:cave/thermal_caves, MONSTER, minecraft:skeleton, 30, 4, 4
3792, none, terralith:cave/thermal_caves, MONSTER, minecraft:creeper, 30, 4, 4
3793, none, terralith:cave/thermal_caves, MONSTER, minecraft:slime, 30, 4, 4
3794, none, terralith:cave/thermal_caves, MONSTER, minecraft:enderman, 5, 1, 4
3795, none, terralith:cave/thermal_caves, MONSTER, minecraft:witch, 5, 1, 1
3796, none, terralith:cave/thermal_caves, MONSTER, minecraft:drowned, 30, 4, 4
3797, none, terralith:cave/thermal_caves, MONSTER, quark:toretoise, 30, 2, 4
3798, none, terralith:cave/thermal_caves, MONSTER, quark:stoneling, 30, 1, 1
3799, none, terralith:cave/thermal_caves, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3800, none, terralith:cave/thermal_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3801, none, terralith:cave/thermal_caves, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3802, none, terralith:cave/thermal_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3803, none, terralith:cave/thermal_caves, AMBIENT, minecraft:bat, 10, 8, 8
3804, none, terralith:cave/thermal_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3805, none, terralith:ancient_sands, MONSTER, minecraft:spider, 30, 4, 4
3806, none, terralith:ancient_sands, MONSTER, minecraft:zombie, 19, 4, 4
3807, none, terralith:ancient_sands, MONSTER, minecraft:zombie_villager, 1, 1, 1
3808, none, terralith:ancient_sands, MONSTER, minecraft:skeleton, 30, 4, 4
3809, none, terralith:ancient_sands, MONSTER, minecraft:creeper, 30, 4, 4
3810, none, terralith:ancient_sands, MONSTER, minecraft:slime, 30, 4, 4
3811, none, terralith:ancient_sands, MONSTER, minecraft:enderman, 5, 1, 4
3812, none, terralith:ancient_sands, MONSTER, minecraft:witch, 5, 1, 1
3813, none, terralith:ancient_sands, MONSTER, minecraft:husk, 30, 4, 4
3814, none, terralith:ancient_sands, MONSTER, quark:toretoise, 30, 2, 4
3815, none, terralith:ancient_sands, MONSTER, quark:stoneling, 30, 1, 1
3816, none, terralith:ancient_sands, CREATURE, minecraft:rabbit, 4, 2, 3
3817, none, terralith:ancient_sands, CREATURE, biomemakeover:scuttler, 4, 1, 2
3818, none, terralith:ancient_sands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3819, none, terralith:ancient_sands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3820, none, terralith:ancient_sands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3821, none, terralith:ancient_sands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3822, none, terralith:ancient_sands, AMBIENT, minecraft:bat, 10, 8, 8
3823, none, terralith:ancient_sands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3824, none, terralith:valley_clearing, MONSTER, minecraft:spider, 30, 4, 4
3825, none, terralith:valley_clearing, MONSTER, minecraft:zombie, 30, 4, 4
3826, none, terralith:valley_clearing, MONSTER, minecraft:zombie_villager, 5, 1, 1
3827, none, terralith:valley_clearing, MONSTER, minecraft:skeleton, 30, 4, 4
3828, none, terralith:valley_clearing, MONSTER, minecraft:creeper, 30, 4, 4
3829, none, terralith:valley_clearing, MONSTER, minecraft:slime, 30, 4, 4
3830, none, terralith:valley_clearing, MONSTER, minecraft:enderman, 5, 1, 4
3831, none, terralith:valley_clearing, MONSTER, minecraft:witch, 5, 1, 1
3832, none, terralith:valley_clearing, MONSTER, quark:toretoise, 30, 2, 4
3833, none, terralith:valley_clearing, MONSTER, quark:stoneling, 30, 1, 1
3834, none, terralith:valley_clearing, CREATURE, minecraft:horse, 5, 2, 6
3835, none, terralith:valley_clearing, CREATURE, minecraft:donkey, 1, 1, 3
3836, none, terralith:valley_clearing, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3837, none, terralith:valley_clearing, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3838, none, terralith:valley_clearing, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3839, none, terralith:valley_clearing, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3840, none, terralith:valley_clearing, AMBIENT, minecraft:bat, 10, 8, 8
3841, none, terralith:valley_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3842, none, terralith:cave/infested_caves, MONSTER, minecraft:spider, 30, 4, 4
3843, none, terralith:cave/infested_caves, MONSTER, minecraft:creeper, 30, 4, 4
3844, none, terralith:cave/infested_caves, MONSTER, minecraft:slime, 30, 4, 4
3845, none, terralith:cave/infested_caves, MONSTER, minecraft:cave_spider, 20, 1, 1
3846, none, terralith:cave/infested_caves, MONSTER, quark:toretoise, 30, 2, 4
3847, none, terralith:cave/infested_caves, MONSTER, quark:stoneling, 30, 1, 1
3848, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3849, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3850, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3851, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3852, none, terralith:cave/infested_caves, AMBIENT, minecraft:bat, 10, 8, 8
3853, none, terralith:cave/infested_caves, AMBIENT, mythicmounts:dragon, 10, 1, 1
3854, none, terralith:cave/infested_caves, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
3855, none, terralith:cave/infested_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3856, none, terralith:shield_clearing, MONSTER, minecraft:spider, 30, 4, 4
3857, none, terralith:shield_clearing, MONSTER, minecraft:zombie, 30, 4, 4
3858, none, terralith:shield_clearing, MONSTER, minecraft:zombie_villager, 5, 1, 1
3859, none, terralith:shield_clearing, MONSTER, minecraft:skeleton, 30, 4, 4
3860, none, terralith:shield_clearing, MONSTER, minecraft:creeper, 30, 4, 4
3861, none, terralith:shield_clearing, MONSTER, minecraft:slime, 30, 4, 4
3862, none, terralith:shield_clearing, MONSTER, minecraft:enderman, 5, 1, 4
3863, none, terralith:shield_clearing, MONSTER, minecraft:witch, 5, 1, 1
3864, none, terralith:shield_clearing, MONSTER, quark:toretoise, 30, 2, 4
3865, none, terralith:shield_clearing, MONSTER, quark:stoneling, 30, 1, 1
3866, none, terralith:shield_clearing, CREATURE, minecraft:horse, 5, 2, 6
3867, none, terralith:shield_clearing, CREATURE, minecraft:donkey, 1, 1, 3
3868, none, terralith:shield_clearing, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3869, none, terralith:shield_clearing, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3870, none, terralith:shield_clearing, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3871, none, terralith:shield_clearing, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3872, none, terralith:shield_clearing, AMBIENT, minecraft:bat, 10, 8, 8
3873, none, terralith:shield_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3874, none, dimdungeons:biome_dungeon, MONSTER, quark:toretoise, 30, 2, 4
3875, none, dimdungeons:biome_dungeon, MONSTER, quark:stoneling, 30, 1, 1
3876, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
3877, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:minnow, 3, 1, 5
3878, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:red_grouper, 6, 1, 2
3879, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
3880, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
3881, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
3882, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
3883, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
3884, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
3885, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
3886, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
3887, none, dimdungeons:biome_dungeon, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
3888, none, terralith:highlands, MONSTER, minecraft:spider, 30, 4, 4
3889, none, terralith:highlands, MONSTER, minecraft:zombie, 30, 4, 4
3890, none, terralith:highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
3891, none, terralith:highlands, MONSTER, minecraft:skeleton, 30, 4, 4
3892, none, terralith:highlands, MONSTER, minecraft:creeper, 30, 4, 4
3893, none, terralith:highlands, MONSTER, minecraft:slime, 30, 4, 4
3894, none, terralith:highlands, MONSTER, minecraft:enderman, 5, 1, 4
3895, none, terralith:highlands, MONSTER, minecraft:witch, 5, 1, 1
3896, none, terralith:highlands, MONSTER, quark:toretoise, 30, 2, 4
3897, none, terralith:highlands, MONSTER, quark:stoneling, 30, 1, 1
3898, none, terralith:highlands, CREATURE, minecraft:horse, 5, 2, 6
3899, none, terralith:highlands, CREATURE, minecraft:donkey, 1, 1, 3
3900, none, terralith:highlands, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3901, none, terralith:highlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3902, none, terralith:highlands, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3903, none, terralith:highlands, CREATURE, finsandtails:wherble, 3, 2, 6
3904, none, terralith:highlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3905, none, terralith:highlands, CREATURE, meadow:highland_cattle, 5, 1, 3
3906, none, terralith:highlands, CREATURE, meadow:horned_sheep, 5, 1, 3
3907, none, terralith:highlands, AMBIENT, minecraft:bat, 10, 8, 8
3908, none, terralith:highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3909, none, terralith:red_oasis, MONSTER, minecraft:spider, 30, 4, 4
3910, none, terralith:red_oasis, MONSTER, minecraft:zombie, 19, 4, 4
3911, none, terralith:red_oasis, MONSTER, minecraft:zombie_villager, 1, 1, 1
3912, none, terralith:red_oasis, MONSTER, minecraft:skeleton, 30, 4, 4
3913, none, terralith:red_oasis, MONSTER, minecraft:creeper, 30, 4, 4
3914, none, terralith:red_oasis, MONSTER, minecraft:slime, 30, 4, 4
3915, none, terralith:red_oasis, MONSTER, minecraft:enderman, 5, 1, 4
3916, none, terralith:red_oasis, MONSTER, minecraft:witch, 5, 1, 1
3917, none, terralith:red_oasis, MONSTER, minecraft:husk, 30, 4, 4
3918, none, terralith:red_oasis, MONSTER, quark:toretoise, 30, 2, 4
3919, none, terralith:red_oasis, MONSTER, quark:stoneling, 30, 1, 1
3920, none, terralith:red_oasis, CREATURE, minecraft:rabbit, 4, 2, 3
3921, none, terralith:red_oasis, CREATURE, biomemakeover:scuttler, 4, 1, 2
3922, none, terralith:red_oasis, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3923, none, terralith:red_oasis, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3924, none, terralith:red_oasis, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3925, none, terralith:red_oasis, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3926, none, terralith:red_oasis, AMBIENT, minecraft:bat, 10, 8, 8
3927, none, terralith:red_oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3928, nether, incendium:weeping_valley, MONSTER, minecraft:skeleton, 25, 5, 5
3929, nether, incendium:weeping_valley, MONSTER, minecraft:ghast, 30, 4, 4
3930, nether, incendium:weeping_valley, MONSTER, minecraft:enderman, 5, 4, 4
3931, nether, incendium:weeping_valley, MONSTER, minecraft:magma_cube, 20, 2, 4
3932, nether, incendium:weeping_valley, MONSTER, minecraft:zombified_piglin, 1, 1, 4
3933, nether, incendium:weeping_valley, CREATURE, minecraft:strider, 30, 1, 2
3934, nether, incendium:weeping_valley, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3935, nether, incendium:weeping_valley, WATER_AMBIENT, netherdepthsupgrade:bonefish, 8, 1, 5
3936, nether, incendium:weeping_valley, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 3, 1, 2
3937, nether, incendium:weeping_valley, WATER_AMBIENT, netherdepthsupgrade:eyeball_fish, 3, 2, 4
3938, none, terralith:lush_desert, MONSTER, minecraft:spider, 30, 4, 4
3939, none, terralith:lush_desert, MONSTER, minecraft:zombie, 19, 4, 4
3940, none, terralith:lush_desert, MONSTER, minecraft:zombie_villager, 1, 1, 1
3941, none, terralith:lush_desert, MONSTER, minecraft:skeleton, 30, 4, 4
3942, none, terralith:lush_desert, MONSTER, minecraft:creeper, 30, 4, 4
3943, none, terralith:lush_desert, MONSTER, minecraft:slime, 30, 4, 4
3944, none, terralith:lush_desert, MONSTER, minecraft:enderman, 5, 1, 4
3945, none, terralith:lush_desert, MONSTER, minecraft:witch, 5, 1, 1
3946, none, terralith:lush_desert, MONSTER, minecraft:husk, 30, 4, 4
3947, none, terralith:lush_desert, MONSTER, quark:toretoise, 30, 2, 4
3948, none, terralith:lush_desert, MONSTER, quark:stoneling, 30, 1, 1
3949, none, terralith:lush_desert, CREATURE, minecraft:rabbit, 4, 2, 3
3950, none, terralith:lush_desert, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3951, none, terralith:lush_desert, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3952, none, terralith:lush_desert, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3953, none, terralith:lush_desert, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
3954, none, terralith:lush_desert, CREATURE, ecologics:camel, 5, 1, 2
3955, none, terralith:lush_desert, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
3956, none, terralith:lush_desert, AMBIENT, minecraft:bat, 10, 8, 8
3957, none, terralith:lush_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3958, none, terralith:lush_desert, WATER_AMBIENT, aquaculture:bayad, 5, 1, 1
3959, none, terralith:lush_desert, WATER_AMBIENT, aquaculture:boulti, 5, 1, 2
3960, none, terralith:lush_desert, WATER_AMBIENT, aquaculture:capitaine, 5, 1, 2
3961, none, terralith:lush_desert, WATER_AMBIENT, aquaculture:synodontis, 5, 1, 1
3962, none, minecraft:deep_warm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
3963, none, minecraft:deep_warm_ocean, MONSTER, minecraft:spider, 30, 4, 4
3964, none, minecraft:deep_warm_ocean, MONSTER, minecraft:zombie, 30, 4, 4
3965, none, minecraft:deep_warm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
3966, none, minecraft:deep_warm_ocean, MONSTER, minecraft:skeleton, 30, 4, 4
3967, none, minecraft:deep_warm_ocean, MONSTER, minecraft:creeper, 30, 4, 4
3968, none, minecraft:deep_warm_ocean, MONSTER, minecraft:slime, 30, 4, 4
3969, none, minecraft:deep_warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
3970, none, minecraft:deep_warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
3971, none, minecraft:deep_warm_ocean, MONSTER, quark:toretoise, 30, 2, 4
3972, none, minecraft:deep_warm_ocean, MONSTER, quark:stoneling, 30, 1, 1
3973, none, minecraft:deep_warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
3974, none, minecraft:deep_warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
3975, none, minecraft:deep_warm_ocean, WATER_CREATURE, minecraft:squid, 30, 1, 4
3976, none, minecraft:deep_warm_ocean, WATER_CREATURE, minecraft:dolphin, 2, 1, 2
3977, none, minecraft:deep_warm_ocean, WATER_CREATURE, finsandtails:gopjet, 10, 1, 2
3978, none, minecraft:deep_warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
3979, none, minecraft:deep_warm_ocean, WATER_AMBIENT, finsandtails:spindly_gem_crab, 30, 2, 6
3980, none, minecraft:deep_warm_ocean, WATER_AMBIENT, finsandtails:ornate_bugfish, 10, 4, 6
3981, none, minecraft:deep_warm_ocean, WATER_AMBIENT, finsandtails:high_finned_blue, 10, 4, 6
3982, none, minecraft:deep_warm_ocean, WATER_AMBIENT, finsandtails:banded_redback_shrimp, 10, 1, 3
3983, none, terralith:skylands_autumn, MONSTER, minecraft:spider, 30, 4, 4
3984, none, terralith:skylands_autumn, MONSTER, minecraft:zombie, 30, 4, 4
3985, none, terralith:skylands_autumn, MONSTER, minecraft:zombie_villager, 5, 1, 1
3986, none, terralith:skylands_autumn, MONSTER, minecraft:skeleton, 30, 4, 4
3987, none, terralith:skylands_autumn, MONSTER, minecraft:creeper, 30, 4, 4
3988, none, terralith:skylands_autumn, MONSTER, minecraft:slime, 30, 4, 4
3989, none, terralith:skylands_autumn, MONSTER, minecraft:enderman, 5, 1, 4
3990, none, terralith:skylands_autumn, MONSTER, minecraft:witch, 5, 1, 1
3991, none, terralith:skylands_autumn, MONSTER, minecraft:drowned, 5, 1, 1
3992, none, terralith:skylands_autumn, MONSTER, quark:toretoise, 30, 2, 4
3993, none, terralith:skylands_autumn, MONSTER, quark:stoneling, 30, 1, 1
3994, none, terralith:skylands_autumn, CREATURE, minecraft:goat, 4, 2, 3
3995, none, terralith:skylands_autumn, CREATURE, minecraft:fox, 4, 2, 3
3996, none, terralith:skylands_autumn, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
3997, none, terralith:skylands_autumn, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
3998, none, terralith:skylands_autumn, CREATURE, ars_nouveau:drygmy, 3, 1, 2
3999, none, terralith:skylands_autumn, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
4000, none, terralith:skylands_autumn, AMBIENT, minecraft:bat, 10, 8, 8
4001, none, terralith:skylands_autumn, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
4002, none, terralith:skylands_autumn, WATER_CREATURE, minecraft:squid, 10, 1, 4
4003, none, terralith:skylands_autumn, WATER_CREATURE, minecraft:dolphin, 1, 1, 2
4004, none, terralith:skylands_autumn, WATER_AMBIENT, minecraft:cod, 10, 3, 6
4005, none, terralith:snowy_shield, MONSTER, minecraft:spider, 30, 4, 4
4006, none, terralith:snowy_shield, MONSTER, minecraft:zombie, 30, 4, 4
4007, none, terralith:snowy_shield, MONSTER, minecraft:zombie_villager, 5, 1, 1
4008, none, terralith:snowy_shield, MONSTER, minecraft:skeleton, 30, 4, 4
4009, none, terralith:snowy_shield, MONSTER, minecraft:slime, 30, 4, 4
4010, none, terralith:snowy_shield, MONSTER, minecraft:enderman, 5, 1, 4
4011, none, terralith:snowy_shield, MONSTER, minecraft:witch, 5, 1, 1
4012, none, terralith:snowy_shield, MONSTER, quark:toretoise, 30, 2, 4
4013, none, terralith:snowy_shield, MONSTER, quark:stoneling, 30, 1, 1
4014, none, terralith:snowy_shield, MONSTER, creeperoverhaul:cave_creeper, 30, 2, 2
4015, none, terralith:snowy_shield, MONSTER, creeperoverhaul:snowy_creeper, 30, 2, 2
4016, none, terralith:snowy_shield, CREATURE, minecraft:wolf, 8, 4, 4
4017, none, terralith:snowy_shield, CREATURE, minecraft:rabbit, 4, 2, 3
4018, none, terralith:snowy_shield, CREATURE, minecraft:fox, 8, 2, 4
4019, none, terralith:snowy_shield, CREATURE, ars_nouveau:gift_starby, 1, 1, 1
4020, none, terralith:snowy_shield, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
4021, none, terralith:snowy_shield, CREATURE, ars_nouveau:drygmy, 3, 1, 2
4022, none, terralith:snowy_shield, CREATURE, finsandtails:wherble, 3, 2, 6
4023, none, terralith:snowy_shield, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
4024, none, terralith:snowy_shield, CREATURE, mythicmounts:acencia, 15, 2, 3
4025, none, terralith:snowy_shield, CREATURE, crittersandcompanions:shima_enaga, 20, 1, 2
4026, none, terralith:snowy_shield, AMBIENT, minecraft:bat, 10, 8, 8
